date,tic,open,high,low,close,volume,macd,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma
2020-09-21,MSFT,190.122,195.445,189.33,41323413.077799,195.279,1189532.2910710499,50.64002015027523,38.95329407325325,27.84213961183103,35564235.55670823,36910005.30197712
2020-09-22,AAPL,109.51,109.684,106.081,188372021.0,108.657,2590114.8521321416,49.96491675825157,-19.766387555721163,18.293598461909408,202120403.73333332,178487596.95
2020-09-22,GOOG,72.5045,73.476,71.7265,31664020.0,73.273,1415219.3807813898,48.79589913979487,-46.719364602571545,24.404727799834454,38454172.666666664,35950507.666666664
2020-09-22,MSFT,197.691,200.632,194.829,34765346.503314,199.967,735189.6628451124,49.47800592606031,-4.67767106179088,13.791265486976581,35450548.4446976,36541941.58370366
2020-09-23,AAPL,108.467,108.948,103.762,155096134.0,104.088,-1528734.7787666023,48.83616743418487,-64.53933471000818,23.346538566693486,200844948.23333332,178827816.65
2020-09-23,GOOG,72.939,73.048,70.385,33147000.0,70.7605,676020.0394974947,49.084726665807594,-37.76334168840069,30.38933268420574,38589496.0,35899564.333333336
2020-09-23,MSFT,200.436,200.632,192.848,31951010.923244,193.395,146339.73380430788,48.97906243780858,-22.58974929464057,17.493381500848546,35252408.0143768,36611742.00089529
2020-09-24,AAPL,102.203,107.143,102.034,172615272.0,105.158,-3340794.9906785786,49.45802495858175,-39.94980907757519,26.945219887847838,200906640.3,179295469.71666667
2020-09-24,GOOG,70.5515,72.1854,70.4925,29004320.0,71.4145,-241298.67006411403,48.29744998504513,-66.60063956405419,30.38933268420574,38597870.0,35702176.0
2020-09-24,MSFT,192.671,198.189,192.036,32364574.037479,195.884,-283686.84181922674,49.05715533510666,-20.660416859384036,19.017177789545112,35359359.76865247,36556582.65972371
2020-09-25,AAPL,105.364,109.273,104.618,154337492.0,109.116,-6180484.235593915,48.81764370962024,-62.378270004286655,19.549844951282115,198845100.96666667,179965112.2
2020-09-25,GOOG,71.6315,72.5,70.667,26467500.0,72.248,-1159613.1101498157,47.811662438063514,-83.14508330825396,27.680630247508407,38509981.333333336,35551578.666666664
2020-09-25,MSFT,196.227,201.52,195.279,30533650.512526,200.357,-763425.8439811543,48.715661108291606,-35.48700688343063,10.100373872278409,35594255.16489593,36509882.58113417
2020-09-28,AAPL,111.757,112.063,109.605,141670950.0,111.709,-9345314.973188609,48.36866697742397,-77.74720269093046,10.533585535190703,197888336.93333334,180366873.5
2020-09-28,GOOG,73.7105,73.84,72.4651,40158820.0,73.226,-773690.7640994489,50.58655537132092,8.538888495185343,16.647367657866642,38945142.0,35601065.666666664
2020-09-28,MSFT,203.317,204.94,200.592,33196900.237868,201.91,-918136.8629789874,49.24728589279726,-20.916253672612402,1.7350040606363237,36078391.388874866,36555146.29417838
2020-09-29,AAPL,111.317,112.053,110.362,102966676.0,110.864,-14805902.816017091,47.002230020121054,-129.15433864973045,10.533585535190683,197219426.86666667,180044284.25
2020-09-29,GOOG,73.5195,73.8332,72.9403,19582040.0,73.4665,-2103964.7065349966,46.72405409316384,-131.88596339584788,16.647367657866642,38678810.0,35406100.666666664
